가다랑이포,이나바 챠오 츄르 SC-75 가다랑어/가다랑어포 14G*4P,1,2990,no,2,18
가다랑이포,하나 가쓰오 부시 500g/가다랑어포/오꼬노미야끼/타꼬야끼/팜피아,2,16900,no,2,18
가다랑이포,신마루쇼 가쓰오부시 40g 가다랑어포 가스오부시 육수,3,5600,no,2,18
가다랑이포,가쓰오부시 (40g),1,6980,no,3,18
가다랑이포,가쓰오부시 40g x 3개,2,12900,no,3,18
가다랑이포,가다랑어포(가쓰오부시/50g/천연조미료),3,5500,no,3,18
가다랑이포,이나바 캔 츄르 (가다랑어&가다랑어포) (56G),1,3500,no,1,18
가다랑이포,이나바 야끼믹스 (가다랑어포&조개&오징어맛) (25G),2,1750,no,1,18
가다랑이포,이나바 야끼믹스 (가다랑어포&오징어&치킨스프맛) (25G),3,1750,no,1,18
가래떡,풀무원 순쌀 통가래떡 400G,1,2990,no,2,19
가래떡,풀무원 탱글 어묵 가래떡 떡볶이 580G,2,5990,no,2,19
가래떡,보성 가래떡 대 28cm 1.5Kg,3,14960,no,2,19
가래떡,쑥현미가래떡 (500g),1,7800,no,3,19
가래떡,현미귀리가래떡 (500g),2,6000,no,3,19
가래떡,서리태현미 가래떡 (500g),3,6500,no,3,19
가래떡,풀무원 한입 쏙 가래떡 국물떡볶이 (423.5G),1,5480,no,1,19
가래떡,[모시장인]꽈배기 가래떡 딸기앙금 500g + 바나나앙금 500g,2,19900,no,1,19
가래떡,[모시장인] 바나나앙금 꽈배기 가래떡 500g,3,8900,no,1,19
가리비,홍가리비(국산) 100G,1,980,no,2,20
가리비,통영 홍가리비 1kg 25미내외x4,2,17900,no,2,20
가리비,통영 홍가리비 1kg 25미내외x3,3,14500,no,2,20
가리비,[2개이상50%][생물][국산] 통영 가리비 (1kg 팩포장),1,14800,no,3,20
가리비,[냉장] 푸짐한 온가족 조개모둠 (2.5kg내외) (칼국수면 증정),2,49800,no,3,20
가리비,제철맞은 통영 홍가리비 3kg (kg당 25-35미내외),3,12900,no,3,20
가리비,홍가리비 (100G),1,499,no,1,20
가리비,가리비 버터치즈구이 (440G),2,12900,no,1,20
가리비,매일 맘마밀 가리비와 두부 (100G),3,2680,no,1,20
